idx,A,S,E,O,R,T
3656,adult,F,uni,emp,big,car
3657,adult,M,high,emp,big,car
3658,old,M,uni,emp,big,car
3659,adult,M,high,emp,big,car
3660,old,M,high,emp,big,other
3661,young,M,high,emp,big,car
3662,adult,F,high,emp,small,other
3663,young,M,uni,emp,small,car
3664,young,M,uni,emp,big,other
3665,adult,M,high,emp,big,car
3666,adult,M,high,emp,small,train
3667,adult,F,high,emp,big,car
3668,adult,F,high,emp,big,train
3669,adult,M,high,emp,big,car
3670,young,M,high,emp,big,other
3671,adult,M,uni,emp,small,train
3672,adult,M,uni,emp,big,train
3673,young,M,high,emp,big,car
3674,old,M,uni,emp,big,train
3675,young,F,uni,emp,big,car
3676,adult,M,high,emp,big,other
3677,young,F,high,emp,big,car
3678,young,M,high,emp,small,car
3679,adult,F,high,emp,big,car
3680,old,M,high,emp,small,train
3681,young,M,high,emp,big,car
3682,adult,M,high,emp,big,car
3683,old,M,high,emp,big,car
3684,adult,M,high,emp,big,car
3685,young,F,high,emp,big,car
3686,adult,M,uni,emp,small,car
3687,adult,M,high,emp,big,car
3688,adult,M,uni,emp,big,car
3689,adult,F,high,emp,big,car
3690,adult,F,high,emp,big,car
3691,adult,M,high,emp,small,car
3692,adult,M,uni,emp,big,train
3693,adult,M,high,emp,big,train
3694,adult,M,high,emp,big,car
3695,adult,F,high,emp,big,train
3696,adult,M,high,emp,big,train
3697,adult,F,high,emp,small,train
3698,young,F,high,emp,big,train
3699,old,M,high,emp,big,train
3700,adult,M,uni,emp,big,car
3701,young,M,uni,emp,big,train
3702,adult,F,high,emp,big,other
3703,young,M,high,emp,big,train
3704,young,M,high,emp,big,car
3705,adult,F,high,emp,big,car
3706,adult,M,uni,emp,small,car
3707,adult,F,uni,emp,big,car
3708,adult,M,uni,emp,big,car
3709,adult,M,high,emp,big,car
3710,young,F,uni,emp,small,car
3711,old,M,high,emp,big,other
3712,adult,M,high,emp,big,train
3713,adult,F,high,emp,big,other
3714,old,M,high,emp,big,train
3715,young,M,high,emp,big,car
3716,adult,F,high,emp,big,train
3717,young,F,uni,emp,big,car
3718,old,M,uni,emp,big,car
3719,adult,M,high,emp,big,train
3720,adult,M,high,emp,big,car
3721,adult,M,high,emp,big,other
3722,adult,M,high,emp,big,car
3723,young,M,high,emp,big,train
3724,old,M,high,emp,big,car
3725,young,M,high,emp,small,car
3726,old,F,high,emp,big,other
3727,adult,F,high,emp,big,train
3728,old,F,high,emp,big,train
3729,adult,M,high,emp,big,other
3730,adult,M,high,emp,big,train
3731,young,F,high,emp,small,train
3732,young,M,uni,emp,big,car
3733,young,M,high,emp,small,car
3734,young,M,high,emp,big,car
3735,old,M,high,emp,big,car
3736,young,M,high,self,small,car
3737,young,M,high,emp,big,other
3738,adult,M,high,emp,big,car
3739,adult,F,high,emp,big,train
3740,adult,F,high,emp,small,train
3741,young,M,uni,emp,big,car
3742,young,M,high,emp,big,car
3743,young,M,high,emp,big,car
3744,adult,M,high,emp,big,car
3745,young,F,high,emp,small,car
3746,young,F,uni,emp,big,car
3747,old,F,uni,emp,big,train
3748,young,F,high,emp,big,car
3749,adult,F,uni,emp,small,car
3750,young,M,uni,emp,big,train
3751,adult,M,high,emp,big,train
3752,adult,M,high,emp,big,car
3753,adult,M,high,emp,big,car
3754,old,F,high,emp,big,car
3755,adult,F,uni,self,big,car
3756,young,F,high,emp,big,car
3757,adult,F,high,emp,big,car
3758,young,F,uni,emp,big,car
3759,adult,F,high,emp,big,car
3760,adult,F,high,emp,big,train
3761,adult,M,high,emp,big,train
3762,young,M,uni,emp,big,car
3763,young,M,high,emp,big,train
3764,young,F,uni,emp,big,car
3765,young,M,high,emp,big,car
3766,adult,M,high,emp,big,train
3767,old,M,high,emp,small,train
3768,young,M,high,emp,small,train
3769,old,M,high,emp,small,train
3770,young,M,high,emp,big,other
3771,adult,M,high,emp,small,car
3772,young,F,uni,emp,big,car
3773,young,M,high,emp,big,car
3774,young,M,uni,emp,big,car
3775,adult,M,high,emp,small,train
3776,young,M,high,emp,big,car
3777,adult,M,uni,emp,big,train
3778,adult,M,uni,emp,big,car
3779,adult,M,high,emp,big,car
3780,old,M,high,emp,small,other
3781,young,M,high,emp,big,car
3782,adult,F,uni,emp,big,car
3783,adult,M,uni,emp,big,car
3784,young,M,high,emp,big,car
3785,adult,M,high,emp,big,car
3786,young,M,high,emp,big,train
3787,young,M,high,emp,big,car
3788,young,F,high,emp,small,car
3789,young,M,high,emp,big,car
3790,adult,M,high,emp,big,other
3791,old,M,high,emp,small,train
3792,old,M,high,emp,big,other
3793,adult,F,high,emp,small,car
3794,adult,M,high,emp,big,car
3795,young,M,high,emp,small,train
3796,old,M,high,emp,big,car
3797,adult,M,high,emp,big,car
3798,young,M,high,emp,big,car
3799,adult,F,high,emp,big,train
3800,young,M,high,emp,big,train
3801,young,F,uni,emp,big,car
3802,adult,M,uni,emp,big,car
3803,adult,M,uni,emp,small,train
3804,old,M,high,emp,big,other
3805,young,M,high,emp,big,car
3806,adult,M,high,emp,big,car
3807,adult,M,high,emp,small,car
3808,young,F,high,emp,big,train
3809,adult,F,uni,emp,big,train
3810,adult,M,high,emp,big,car
3811,old,M,high,emp,big,car
3812,adult,M,uni,emp,big,car
3813,young,F,high,emp,small,car
3814,adult,M,high,emp,big,car
3815,adult,M,uni,emp,small,car
3816,young,M,uni,emp,small,car
3817,adult,F,uni,emp,big,train
3818,old,F,high,emp,big,car
3819,adult,M,high,emp,big,car
3820,adult,M,uni,emp,big,other
3821,young,M,uni,emp,big,car
3822,young,M,uni,emp,big,car
3823,adult,M,high,emp,big,train
3824,old,M,high,emp,small,train
3825,adult,F,high,emp,big,car
3826,young,M,uni,emp,big,other
3827,adult,M,high,emp,big,train
3828,young,M,high,emp,big,car
3829,old,F,high,emp,big,car
3830,old,F,uni,emp,big,other
3831,young,F,uni,emp,small,train
3832,adult,M,high,emp,big,other
3833,adult,M,uni,emp,big,car
3834,adult,F,high,emp,big,car
3835,adult,F,high,emp,big,train
3836,adult,M,high,emp,big,train
3837,adult,M,uni,emp,small,train
3838,young,M,uni,emp,big,car
3839,adult,M,uni,emp,big,train
3840,adult,F,uni,emp,big,car
3841,young,F,high,emp,big,car
3842,young,M,uni,emp,big,car
3843,adult,M,uni,emp,big,car
3844,old,M,high,emp,big,car
3845,adult,M,high,emp,big,car
3846,young,F,uni,emp,big,train
3847,young,M,high,emp,big,car
3848,adult,M,high,emp,big,train
3849,old,F,high,emp,small,train
3850,young,M,high,emp,big,car
3851,old,M,high,emp,big,train
3852,adult,M,high,emp,big,car
3853,old,M,high,emp,small,train
3854,young,M,high,emp,big,car
3855,old,M,uni,emp,small,car
3856,young,F,high,emp,big,train
3857,old,F,high,emp,big,car
3858,young,M,high,emp,big,other
3859,young,M,uni,emp,big,car
3860,young,F,high,emp,big,train
3861,young,M,high,emp,big,car
3862,adult,M,high,emp,big,train
3863,young,M,high,emp,small,train
3864,young,M,high,emp,small,car
3865,adult,F,high,emp,big,other
3866,adult,M,uni,emp,small,car
3867,adult,F,high,emp,small,other
3868,adult,M,high,emp,big,car
3869,young,F,uni,emp,big,train
3870,adult,M,uni,emp,big,car
3871,old,F,high,emp,big,car
3872,adult,F,high,emp,big,car
3873,adult,M,high,emp,small,train
3874,young,M,high,emp,small,car
3875,adult,M,high,emp,big,car
3876,young,M,uni,emp,big,train
3877,old,F,high,emp,big,car
3878,adult,M,uni,emp,big,train
3879,adult,M,high,emp,big,other
3880,adult,M,uni,emp,big,train
3881,adult,M,uni,emp,big,car
3882,adult,M,high,emp,big,car
3883,young,F,high,emp,big,train
3884,old,M,high,self,big,car
3885,adult,M,high,emp,small,car
3886,adult,M,uni,emp,big,car
3887,adult,M,uni,self,big,car
3888,young,M,high,emp,big,car
3889,old,M,uni,emp,big,car
3890,adult,F,uni,emp,big,other
3891,young,F,high,emp,big,car
3892,young,F,high,emp,big,car
3893,old,M,high,emp,big,car
3894,old,M,high,emp,small,car
3895,old,M,high,emp,big,car
3896,young,F,high,emp,big,train
3897,adult,M,high,emp,big,car
3898,young,M,uni,emp,big,train
3899,adult,F,uni,emp,big,car
3900,adult,M,high,emp,big,train
3901,adult,M,high,emp,small,train
3902,adult,M,high,emp,big,train
3903,old,M,high,emp,big,car
3904,young,M,high,emp,small,car
3905,adult,M,high,emp,big,train
3906,adult,M,high,emp,big,other
3907,adult,F,high,emp,big,car
3908,young,F,uni,emp,big,other
3909,young,F,high,emp,big,car
3910,adult,M,high,emp,big,train
3911,adult,M,high,emp,big,train
3912,old,M,high,emp,big,car
3913,adult,F,uni,emp,big,other
3914,adult,F,high,emp,big,car
3915,old,F,high,emp,small,train
3916,adult,M,high,emp,big,car
3917,old,F,high,emp,big,car
3918,old,M,high,emp,big,car
3919,old,M,high,emp,big,car
3920,young,M,uni,emp,small,car
3921,young,M,high,emp,big,car
3922,old,F,high,emp,big,car
3923,adult,M,high,emp,big,car
3924,young,M,high,emp,big,car
3925,adult,F,high,emp,big,train
3926,adult,M,uni,emp,big,car
3927,young,M,high,emp,small,car
3928,adult,M,high,emp,small,train
3929,adult,M,high,emp,small,car
3930,old,M,high,emp,big,car
3931,adult,M,high,emp,big,car
3932,young,F,uni,emp,big,train
3933,adult,M,uni,emp,big,car
3934,adult,M,high,emp,big,other
3935,adult,M,high,emp,big,other
3936,young,M,high,emp,big,car
3937,young,F,high,emp,big,other
3938,young,F,uni,emp,big,other
3939,young,M,high,emp,big,train
3940,old,F,uni,emp,big,train
3941,young,M,high,emp,big,car
3942,adult,F,uni,self,big,car
3943,young,M,high,emp,big,car
3944,adult,M,high,emp,big,car
3945,young,F,uni,emp,big,other
3946,adult,M,high,emp,big,car
3947,adult,F,high,emp,big,car
3948,adult,M,uni,self,small,car
3949,old,F,high,emp,small,car
3950,young,M,uni,emp,small,car
3951,young,F,high,emp,big,train
3952,adult,M,high,emp,big,car
3953,young,F,uni,emp,big,car
3954,adult,M,high,emp,small,train
3955,adult,F,high,emp,small,car
3956,adult,F,uni,emp,big,other
3957,young,M,high,emp,big,car
3958,young,M,high,self,big,car
3959,young,M,uni,emp,small,train
3960,adult,M,uni,emp,small,car
3961,adult,F,high,emp,small,train
3962,young,M,high,emp,big,train
3963,old,M,high,emp,small,train
3964,adult,M,high,emp,big,other
3965,young,M,high,emp,big,car
3966,young,M,high,emp,big,other
3967,young,M,high,emp,small,car
3968,young,M,high,emp,big,car
3969,adult,F,high,emp,small,car
3970,adult,F,uni,emp,big,car
3971,young,M,high,emp,big,train
3972,young,F,high,emp,small,car
3973,adult,F,uni,emp,big,train
3974,adult,F,uni,emp,small,other
3975,young,M,uni,emp,big,car
3976,old,M,high,emp,big,car
3977,young,M,high,self,small,train
3978,adult,F,high,emp,big,car
3979,young,M,high,emp,big,train
3980,adult,F,uni,emp,small,other
3981,adult,F,high,emp,big,car
3982,old,M,high,self,big,car
3983,old,F,high,emp,big,car
3984,adult,M,high,emp,big,train
3985,young,F,uni,emp,big,train
3986,old,M,high,emp,big,other
3987,young,F,high,self,small,car
3988,adult,M,high,emp,small,car
3989,adult,M,high,emp,big,train
3990,young,F,high,emp,big,car
3991,adult,M,high,emp,big,other
3992,young,M,high,emp,big,car
3993,old,M,high,emp,small,train
3994,adult,M,high,emp,big,train
3995,old,F,high,emp,small,train
3996,old,F,high,emp,small,car
3997,young,M,high,emp,big,other
3998,young,M,high,emp,big,train
3999,young,M,high,emp,big,car
4000,adult,M,high,self,big,car
4001,young,M,high,emp,big,car
4002,old,M,high,emp,small,other
4003,young,F,high,emp,big,car
4004,old,F,high,emp,big,other
4005,young,M,high,emp,big,car
4006,young,F,uni,emp,big,train
4007,adult,F,uni,self,big,car
4008,old,M,high,emp,big,car
4009,old,M,uni,self,big,car
4010,adult,M,high,emp,big,car
4011,adult,M,high,emp,big,car
4012,young,M,uni,emp,big,other
4013,young,M,high,emp,small,car
4014,adult,M,uni,emp,big,car
4015,adult,M,high,emp,small,train
4016,adult,M,uni,emp,big,car
4017,adult,F,high,emp,small,car
4018,adult,M,uni,emp,big,other
4019,adult,F,high,emp,big,car
4020,young,M,high,emp,big,train
4021,young,F,uni,emp,big,car
4022,young,F,high,emp,big,train
4023,old,F,high,emp,small,train
4024,young,M,uni,emp,big,car
4025,adult,F,high,emp,big,car
4026,old,F,high,emp,big,train
4027,old,F,high,emp,big,train
4028,old,F,high,emp,small,train
4029,young,M,high,emp,big,other
4030,adult,F,uni,emp,big,car
4031,adult,M,high,emp,big,car
4032,adult,M,high,emp,big,train
4033,adult,F,high,emp,big,train
4034,young,M,uni,emp,big,train
4035,adult,F,high,emp,small,car
4036,adult,M,high,emp,big,train
4037,young,M,high,emp,small,car
4038,old,F,high,emp,big,car
4039,adult,F,high,emp,big,car
4040,young,F,uni,emp,big,train
4041,adult,F,high,emp,small,train
4042,young,M,high,self,big,train
4043,old,F,high,emp,big,other
4044,adult,F,uni,emp,big,car
4045,young,M,uni,emp,big,other
4046,young,M,high,emp,big,car
4047,adult,M,uni,emp,big,car
4048,young,M,high,emp,small,car
4049,young,M,high,emp,big,car
4050,old,M,uni,emp,big,car
4051,old,F,high,emp,big,car
4052,adult,M,high,emp,big,car
4053,adult,F,high,emp,big,car
4054,old,M,high,emp,small,car
4055,adult,M,high,emp,big,train
4056,adult,M,high,emp,big,other
4057,adult,F,uni,emp,big,car
4058,young,F,high,emp,small,car
4059,adult,M,high,emp,big,other
4060,adult,M,high,emp,small,train
4061,adult,M,high,emp,small,train
4062,young,M,high,emp,small,car
4063,adult,M,high,emp,big,car
4064,adult,M,high,emp,big,car
4065,old,M,high,emp,small,train
4066,old,F,high,emp,big,car
4067,young,F,high,emp,small,car
4068,adult,M,high,emp,small,train
4069,old,M,high,emp,big,car
4070,adult,M,high,emp,big,car
4071,old,M,high,emp,big,other
4072,young,M,high,emp,small,car
4073,young,M,uni,emp,big,other
4074,adult,M,high,emp,small,train
4075,old,F,high,emp,big,car
4076,adult,M,high,emp,big,other
4077,old,F,high,emp,big,car
4078,young,M,high,emp,big,other
4079,young,M,high,emp,big,train
4080,young,F,high,emp,big,other
4081,adult,F,high,emp,big,other
4082,adult,F,high,emp,big,car
4083,adult,M,high,emp,big,car
4084,young,F,high,emp,big,car
4085,young,F,high,emp,big,car
4086,adult,M,high,emp,small,car
4087,young,M,high,emp,big,car
4088,young,M,uni,emp,big,train
4089,young,M,high,emp,small,train
4090,adult,F,high,self,big,car
4091,old,F,high,emp,big,train
4092,adult,F,high,emp,big,car
4093,young,F,high,emp,big,car
4094,young,F,uni,emp,small,other
4095,adult,M,high,emp,big,train
4096,adult,M,high,emp,small,other
4097,old,M,high,emp,big,car
4098,old,F,high,emp,big,car
4099,old,M,high,emp,big,car
4100,young,M,high,emp,small,other
4101,adult,F,high,emp,big,car
4102,adult,M,high,emp,big,other
4103,adult,M,high,emp,big,other
4104,old,M,high,emp,big,train
4105,adult,M,uni,self,big,train
4106,old,F,high,emp,big,train
4107,adult,F,uni,emp,big,car
4108,young,M,high,self,big,car
4109,old,F,high,emp,small,train
4110,adult,F,high,emp,big,train
4111,young,M,high,emp,big,other
4112,adult,M,high,emp,small,car
4113,adult,F,uni,emp,big,car
4114,adult,F,high,emp,big,car
4115,young,M,high,emp,big,train
4116,adult,F,high,emp,big,car
4117,young,F,high,emp,big,car
4118,adult,M,uni,emp,big,car
4119,adult,F,high,emp,small,car
4120,old,F,high,emp,big,car
4121,old,M,high,self,big,other
4122,adult,M,high,emp,small,train
4123,adult,M,high,emp,big,train
4124,old,M,high,emp,big,car
4125,adult,M,uni,emp,big,train
4126,old,M,high,emp,big,car
4127,adult,F,high,emp,big,car
4128,adult,F,uni,emp,big,car
4129,old,M,high,emp,big,train
4130,young,F,high,emp,big,car
4131,adult,M,high,emp,big,car
4132,adult,M,high,emp,big,car
4133,adult,M,high,self,big,train
4134,adult,F,high,emp,big,train
4135,adult,F,uni,emp,small,train
4136,young,M,high,emp,big,train
4137,adult,M,uni,emp,small,car
4138,adult,F,high,emp,small,car
4139,young,M,uni,emp,big,car
4140,young,M,high,emp,big,car
4141,adult,M,uni,emp,big,car
4142,adult,F,high,emp,big,car
4143,young,M,high,emp,big,train
4144,adult,M,uni,emp,small,car
4145,young,M,uni,emp,big,car
4146,young,M,uni,emp,big,other
4147,young,M,high,emp,big,car
4148,adult,M,high,emp,big,train
4149,old,M,high,emp,big,train
4150,adult,F,uni,emp,big,train
4151,old,F,high,emp,small,car
4152,old,M,high,emp,big,car
4153,young,M,high,emp,big,car
4154,old,M,high,emp,big,car
4155,young,M,high,emp,big,train
4156,adult,M,uni,emp,big,car
4157,young,M,uni,self,big,car
4158,adult,M,high,emp,big,car
4159,adult,M,high,emp,big,car
4160,young,M,high,emp,big,car
4161,adult,M,high,emp,big,car
4162,young,F,high,self,small,car
4163,old,M,high,emp,big,car
4164,young,M,high,emp,big,train
4165,adult,F,uni,emp,big,other
4166,adult,F,high,emp,big,car
4167,adult,F,high,emp,big,other
4168,adult,M,high,emp,big,train
4169,adult,F,uni,emp,big,train
4170,young,F,high,emp,big,train
4171,old,M,high,emp,big,train
4172,adult,M,high,emp,big,car
4173,adult,M,high,emp,big,train
4174,adult,M,uni,emp,big,train
4175,adult,M,uni,self,big,car
4176,adult,M,high,emp,big,car
4177,adult,F,uni,emp,big,car
4178,adult,M,high,emp,big,train
4179,young,M,high,self,big,train
4180,adult,F,high,emp,small,car
4181,old,F,high,emp,big,other
4182,adult,F,high,self,big,other
4183,young,M,high,emp,big,other
4184,young,F,high,emp,big,car
4185,young,M,uni,emp,small,train
4186,old,M,high,emp,big,train
4187,adult,F,high,emp,big,car
4188,young,M,high,emp,big,other
4189,old,M,high,emp,big,other
4190,young,F,high,emp,big,other
4191,young,F,uni,emp,big,car
4192,adult,M,high,emp,small,train
4193,old,F,high,emp,big,car
4194,young,M,high,emp,big,other
4195,young,F,high,emp,big,train
4196,young,M,uni,emp,big,train
4197,adult,F,high,emp,big,train
4198,adult,M,uni,emp,big,train
4199,adult,M,high,emp,big,car
4200,young,M,high,emp,small,car
4201,young,F,uni,emp,small,train
4202,young,M,high,emp,big,car
4203,adult,M,high,emp,big,other
4204,adult,M,uni,emp,big,car
4205,young,F,uni,emp,big,car
4206,young,M,high,emp,big,train
4207,old,F,high,emp,big,car
4208,adult,M,uni,emp,big,car
4209,young,M,uni,emp,small,car
4210,adult,M,high,emp,big,train
4211,old,M,high,emp,big,car
4212,adult,M,high,emp,small,train
4213,adult,F,high,emp,big,car
4214,adult,M,high,emp,big,car
4215,adult,M,high,emp,big,train
4216,adult,M,high,emp,big,car
4217,adult,F,uni,emp,big,car
4218,adult,F,uni,emp,big,car
4219,adult,M,uni,emp,big,train
4220,old,M,high,emp,big,car
4221,old,M,high,emp,big,car
4222,young,M,uni,emp,big,other
4223,adult,F,high,emp,big,train
4224,adult,F,high,emp,big,car
4225,old,M,uni,emp,big,car
4226,adult,F,high,emp,small,car
4227,adult,M,uni,emp,big,car
4228,adult,M,uni,emp,big,train
4229,adult,M,high,emp,big,other
4230,old,M,high,emp,big,train
4231,adult,F,high,emp,big,other
4232,young,M,high,emp,small,train
4233,adult,M,high,emp,big,train
4234,old,M,high,emp,big,other
4235,adult,F,uni,emp,big,car
4236,young,M,uni,emp,big,other
4237,young,F,uni,emp,big,car
